,title,author,publisher,publistDate,ISBN,pages,genre,description,book_img_url
86,내 여자의 열매,한강,문학과지성사,2018년 11월 09일,9788932034829,408,소설/시/희곡,"2024 노벨문학상 수상 작가 한강이 세계에서 끝끝내 인간으로 살아간다는 것, 그 기적 같은 일에 대하여다시 태어나는 한강 문학의 클래식길 위에서, 가만히 매듭을 짓다점 세 개를 이어 그린 깊은 선 하나 오늘의 한강을 있게 한 어제의 한강을 읽는다. 1993년 계간 『문학과사회』 겨울호에 시 「서울의 겨울」 외 4편을 발표하고 이듬해 『서울신문』 신춘문예에 단편소설 「붉은 닻」이 당선되어 작품 활동을 시작한 한강이 현재까지 출간한 소설집 전 권(총 세 권)의 개정판이다. 한국소설문학상(1999), 오늘의 젊은 예술가상(2000), 이상문학상(2005), 동리문학상(2010), 만해문학상(2014), 황순원문학상(2015), 인터내셔널 부커상(2016), 말라파르테 문학상(2017), 김유정문학상(2018), 산클레멘테 문학상(2019), 대산문학상(2022), 메디치 외국문학상(2023), 에밀 기메 아시아문학상(2024), 노벨문학상(2024) 등을 수상한 한강은 단단하고 섬세한 문장을 통해 삶의 근원에 자리한 고독과 아픔을 살피며 지금 이 시대와 공명하고 있다. 한국 최초의 노벨문학상 수상 작가 한강이 지금까지 펴낸 소설집은 모두 세 권. 1995년부터 2012년까지, 17년 사이 씌어진 작품들이 담긴 세 권의 책은 2018년에 새로운 옷을 입었다. 빛깔도 판형도 저마다 달랐던 세 권의 책을 조심스레 이어 하나의 선 위에 두는 작업이라고 할 수 있었다. 스물서너 살 때의 작가가 1년 동안 휘몰아치듯 썼던 단편을 모은 것이 1995년 한강의 첫 소설집이자 통틀어 첫 책인 『여수의 사랑』이다. 5년 만에 출간된 두번째 소설집 『내 여자의 열매』에서 한강은 “흐르는 물과 같이 변화하는 과정이 바로 나라는 평범한 진리”를 만난 듯하다가, 이내 다시 묻는다. “이 한 편 한 편의 소설들을 썼던 사람은 누구였을까.”(「작가의 말」) 그리고 12년이 지나 세번째 소설집 『노랑무늬영원』을 펴냈다. 그 사이사이에 장편 『그대의 차가운 손』 『채식주의자』 『바람이 분다, 가라』 『희랍어 시간』이 씌어졌다.  단편은 성냥 불꽃 같은 데가 있다. 먼저 불을 당기고, 그게 꺼질 때까지 온 힘으로 지켜본다. 그 순간들이 힘껏 내 등을 앞으로 떠밀어줬다. ―‘작가의 말’(2012), 『노랑무늬영원』                                 ",66752465.jpg
87,부의 추월차선 (10주년 스페셜 에디션),엠제이 드마코,토트출판사,2022년 02월 04일,9791187444725,392,경제 경영,"미국 아마존 금융ㆍ사업 분야 1위 국내 유명서점 10년간 종합 베스트셀러가장 빠르게 부자 되는 새로운 공식을 제시해 큰 반향 불러일으킨 책부자 되기 방식의 패러다임을 바꾼 〈부의 추월차선〉이 독자들의 사랑과 지지 속에 한국 출간 10주년을 맞이했다. 이 책은 죽도록 일하며 수십 년 간 아끼고 모아서 휠체어에 탈 때쯤 부자 되는 40년짜리 플랜을 비웃으며 한 살이라도 젊을 때 부자가 되어 은퇴하는 방법을 구체적으로 제시하고 있다. ‘추월차선’을 알고 난 뒤 부의 지도를 다시 그린 사람들은 하나같이 입을 모은다.“추월차선 법칙을 알게 된 뒤 나는 내가 돈에 쪼들리며 사는 이유를 알게 되었고, 그런 인생으로부터 벗어나기로 결심했다. 4년 후 나는 자산을 4배로 불릴 수 있었다.”“이제 나는 부자가 되는 데 돈 많은 부모님도, 운도 필요 없다는 사실을 알게 되었다. 돈을 버는 방법에 대한 지식만이 필요할 뿐이다. 그리고 추월차선이 내게 그 지식을 주었다.”휠체어 탄 백만장자는 부럽지 않다! 젊은 나이에 일과 돈에서 해방되어 인생을 즐겨라!일주일에 5일을 노예처럼 일하고 다시 노예처럼 일하기 위해 2일을 쉬는 당신, 30대 억만장자가 알려 주는 가장 빠른 부자의 길 “부의 추월차선”으로 옮겨 타라!                                ",106369008.jpg
88,[예스리커버] 나는 3학년 2반 7번 애벌레,김원아,창비,2016년 03월 25일,9788936414085,104,어린이,"제20회 창비 ‘좋은 어린이책’ 원고 공모 대상작30만부 기념 YES24 리커버 한정판 출간“우리의 친구 7번 애벌레를 소개합니다!”제20회 창비 ‘좋은 어린이책’ 원고 공모 대상 수상작으로 2016년에 출간되어 30만 독자의 사랑을 받은 동화 『나는 3학년 2반 7번 애벌레』가 리커버 한정판으로 온라인 서점 YES24에서 다시 한번 독자들과 만난다. 배추흰나비의 한살이라는 친근한 소재를 이제껏 볼 수 없었던 신선한 주인공 ‘무늬 애벌레’를 통해 새롭게 그려 내어 사랑받아 온 작품이다. 주어진 환경에 안주하지 않는 호기심 가득한 주인공 캐릭터가 깊은 인상을 남기며, 미약한 주인공의 고군분투는 어린이 독자들에게 용기와 감동을 안기기에 충분하다.                                ",25283908.jpg
89,레버리지,롭 무어,다산북스,2023년 02월 15일,260쪽 | 466g | 149*209*20mm,양장,경제 경영,"* 『레버리지』 20만 부 돌파 블랙 에디션 ** 경제경영 베스트셀러 ** BBC 라디오 선정 최고의 책 ** 영국 아마존 베스트셀러 *자본주의를 내 편으로 만드는 기술“돈이 당신을 위해 일하게 하라!”수많은 젊은 부자가 선택한 『레버리지』의 20만 부 돌파 블랙 에디션이 출간되었다. 브라이언 트레이시가 강력 추천한 이 책은 2017년 국내 출간 이후 한국 독자들의 꾸준한 사랑을 받아 경제경영 바이블로 자리 잡았다. 아직까지 『레버리지』를 보지 못한 사람이라면 어떻게 읽고 활용해야 할까?당신이 만약 16년 동안 공부하는 교육 시스템을 통과하고, 그 과정에서 수천만 원의 빚을 지고, 직업 피라미드에서 가장 밑바닥인 저임금의 일자리를 구한 다음 40년 동안 천천히 고통스럽게 일하는 삶을 원한다면, 이 책은 당신을 위한 책이 아니다. 또 열심히 일하면서 사랑하는 사람들과 함께 보내는 시간을 희생하고, 추가 근무를 하고, 저축에만 의지하면서 행복과 자유를 나중으로 미루는 삶을 살기 원한다면, 역시 이 책은 당신을 위한 책이 아니다.이 책에는 한 가지 비밀이 담겨 있다. 이 비밀은 5만 파운드 빚더미에 올라 방황하던 한 남자를 3년 만에 백만장자로 만들었다. 그것은 바로 자본주의다. 자본주의는 당신이 생각하는 것보다 훨씬 많은 기회를 품고 있다. 그리고 『레버리지』는 그 자본주의를 내 편으로 만드는 기술이다. 끊임없는 노동과 희생의 규칙을 깨뜨리고, 최소한의 노력과 시간으로 자본을 증식하는 새로운 부의 공식이다. 환갑 이후 찾아올 한 번의 긴 은퇴 생활을 위해 30~40년 동안 일에 파묻히는 것이 아닌, 매 순간 최고의 가치를 누리는 라이프스타일이다. 이제 더 열심히, 더 오래 일하라는 사회의 명령에 속지 마라. 당신은 지금보다 훨씬 더 쉽고 빠르게 성공할 수 있다.                                ",117389523.jpg
90,체리새우 : 비밀글입니다,황영미,문학동네,2019년 01월 28일,9788954654753,200,청소년,"제9회 문학동네청소년문학상 대상 수상작내가 나 자신으로 있을 수 있는 곳은 어디일까관계의 피로함에 지친 모두를 위한 이야기, 드디어 '전체 공개'문학동네청소년문학상이 9회를 맞았다. 제1회 수상작 『불량 가족 레시피』부터 지난해 『세계를 건너 너에게 갈게』에 이르기까지, 오늘날 청소년들과 호흡하는 소설을 폭넓게 발굴해 온 문학동네청소년문학상 공모전의 아홉 번째 수상작은 황영미 작가의 『체리새우: 비밀글입니다』. 관계의 굴레와 스트레스에서 벗어나 스스로를 있는 그대로 사랑하기까지 다현이의 여정이 담겼다. 교실에서 펼쳐지는 복잡하고 미묘한 관계의 풍경, 그러한 관계를 겪어 내는 중2 화자의 목소리가 너무도 생생하여 심사위원들을 놀라게 한 작품이다. 사람들은 나를 어떻게 생각하고 있을까, 나는 지금 어떻게 보일까, 나를 싫어하면 어쩌지. 타인의 시선에 흔들리고 또 흔들리다가 진짜 ‘나'를 감추고 만 경험이 누구에게나 있을 것이다. 특히 학교라는 폐쇄적인 공간에서 어떻게든 원만하게 친구 관계를 유지해야 하고 어떻게든 ‘따’가 되지 않아야만 하는 청소년들에게, 진짜 나 자신을 내세우는 일은 익숙하지 않을 수밖에 없다. 『체리새우: 비밀글입니다』는 지금 이 순간에도 ‘우리’의 세계에 속하기 위해 ‘나’를 감추고 있을 청소년들에게 건네는 공감의 말이자 든든한 응원의 외침이다.                                 ",69240128.jpg
91,그릿 (50만 부 판매 기념 리커버 골드에디션),앤절라 더크워스,비즈니스북스,2019년 02월 20일,416쪽 | 609g | 152*225*20mm,양장,자기계발,"끝나지 않는 역주행 돌풍! 
켈리 최, 자청 등 셀럽, 리더, 언론이 추천한 
새로운 자기계발서의 고전!

국내 50만 부 돌파, 150쇄 기념 『그릿 GRIT』 골드 에디션 출간!
“당신에겐 ‘그릿’이 있는가?”
실패, 역경, 슬럼프를 이겨낸 사람들만이 가진 성공의 비밀!

2016년 출간 즉시 아마존 베스트셀러 1위에 오르며 교육, 산업, 방송할 것 없이 전세계적으로 신드롬을 일으킨 책 『그릿』이 국내 50만 부 돌파, 150쇄를 기념한 골드 에디션으로 다시 우리를 찾아왔다. 이번 리커버는 고급스러운 하드커버로 소장 가치를 높였다. 이 책이 끊임없이 역주행을 하며 전세계 600만 독자들에게 사랑을 받는 이유는 성공에 있어 가장 중요한 태도이지만 오늘날 그 의미가 퇴색되어버린 열정, 노력, 끈기의 가치를 우리에게 다시 상기시켜주기 때문일 것이다. 최근 새로운 시대의 성공 비밀을 알고 싶다면 이 책을 펼쳐라! 자신만의 성공을 꿈꾸는 많은 이들에게, 아이의 성취감을 길러주고 싶은 부모들에게, 도전을 멈추지 않는 기업가들에게 용기와 희망의 메시지를 전해줄 것이다.

말콤 글래드웰이 쓴 추천사처럼 이 책은 성공하는 사람을 구분 짓는 특성은 ‘열정’과 ‘끈기’라는 단순한 진리를 우리에게 다시 한 번 상기시키고 있다. 수십 년간 찾아온 ‘성공의 비밀’을 과학적으로 증명하며 우리가 어떻게 우리 자신의 의지를 통해 목표를 이뤄낼 수 있을지 보여주는 이 책은 더 나은 삶을 추구하고자 하는 우리 모두에게 용기와 희망의 메시지를 전할 것이다.

‘그릿’은 포기하지 않고 노력하는 힘이며 역경과 실패 앞에서 좌절하지 않고 끈질기게 견딜 수 있는 마음의 근력을 의미한다. 누구나 중요하다고 생각만 할 뿐, 그것이 성공에 있어서 어떻게 작용하는지 알지 못했던 ‘그릿의 힘’을 저자는 10년에 걸친 연구 결과와 실증 사례들, 각계각층 사람들과의 인터뷰를 통해 생생하게 보여준다. 나아가 우리가 어떻게 ‘그릿’을 기를 수 있는지 이 책에서 명쾌하게 제시한다.





                                                ",69622442.jpg
92,아주 세속적인 지혜,그라시안 이 모랄레스 발타사르,페이지2북스,2023년 03월 24일,9791169850179,332,자기계발,"400년 동안 사랑받은 인생의 고전
세속적이면서 가장 현실적인 발타자르 그라시안의 인생 조언들

* “평생 가지고 다니며 읽어야 할 인생의 동반자” _쇼펜하우어
* “이처럼 정교하고 세련된 인생 지침은 이제껏 만나지 못했다.” _니체
* 근대 현실주의 인생철학의 아버지가 전하는 시대와 공간을 초월한 영원한 고전

한 페이지 분량으로 간결하게 쓰인 300개의 잠언은 400년 전에 나온 책이라는 사실이 믿어지지 않을 만큼 지나치게 현실적이다. 스페인의 현인 발타자르 그라시안은 인간에 대한 정확한 통찰과 지침을 제공하며 결국 행복은 스스로 생각을 바꾸고 현명한 방식으로 사람을 대할 때 얻을 수 있다는 사실을 깨닫게 한다. 사람들이 고전을 사랑하는 이유가 여기에 있다. 400년 전에 쓰인 이 책은 쇼펜하우어, 니체 등 당대 최고의 철학가들에게 끊임없이 영감을 주었으며 현재를 살고 있는 우리의 문제를 해결할 현실적인 지혜를 전한다.

                                                ",117933045.jpg
93,비스킷,김선미,위즈덤하우스,2023년 09월 13일,9791168127630,228,청소년,"100% 청소년의 선택!제1회 위즈덤하우스 판타지문학상 청소년 부문 대상 수상작“존재감을 확인하게 해 주는 따뜻한 책”100% 독자의 선택으로 최종 수상작을 결정하는 제1회 위즈덤하우스 판타지문학상 청소년 부문 대상 수상작으로 김선미 작가의 『비스킷』이 선정됐다. 『비스킷』은 자신을 지키는 힘을 잃어 보이지 않게 된 존재인 ‘비스킷’을 돕고자 하는 한 소년의 고군분투이자, 자존감을 지키기 위해 몸부림치는 청소년의 성장통 같은 작품이다. 2주 동안의 심사 과정을 거친 청소년 심사위원단은 “존재감을 확인하게 해 주는 따뜻한 책”, “희미해져 버린 사람들에게 반짝임을 선사하는 작품”이라고 평하며 『비스킷』에 압도적인 지지를 보냈다. 소외되지 않고 싶은 마음을 넘어, 주변의 소외된 존재를 다시 한번 생각해 보게 하는 이 작품은 판타지 영어덜트의 새로운 신호탄이 될 것이다.                                 ",122425604.jpg
94,일본어 무작정 따라하기 완전판,후지이 아사리,길벗이지톡,2022년 08월 05일,9791165219956,660,국어 외국어 사...,"히라가나를 몰라도,문법을 외우지 않아도,무작정 따라 하면 말문이 트입니다18년 동안 일본어 베스트셀러&스테디셀러로 38만 독자들에게 전폭적인 사랑을 받아온 《일본어 무작정 따라하기》가 《일본어 무작정 따라하기 심화편》과 합쳐져 이번에 완전체의 형태를 선보인다. 《일본어 무작정 따라하기》는 처음 출간되었던 2004년부터 ‘일본어 교재의 세대교체’라 불릴 만큼 커다란 반향을 불러일으켰으며 지금도 독보적인 스타일의 첫걸음 교재로 많은 지지를 받고 있다. 《일본어 무작정 따라하기》는 히라가나를 외우면서 시작하는 전형적인 일본어 학습 방법에서 벗어나, 듣기부터 시작하는 ‘소리 패턴 학습법’을 제안한다. ‘우선 귀부터 열어라, 귀가 열리면 입이 열리고 눈도 열린다’ 이것이 바로 소리 패턴 학습법의 핵심이다. 18년 동안 일본어 분야 베스트를 고수하며 이 책으로 공부한 독자들의 입소문과 인터넷 서점의 리뷰를 통해 이 학습법의 효과를 톡톡히 입증해왔다. 소리 패턴 학습의 효과를 극대화할 수 있는 단계별 구성으로 체계적인 학습을 이끌며, 듣기와 말하기에 특화된 mp3 파일, 친절하게 학습을 가이드 해주는 저자 음성 강의, 스마트폰에 넣어 언제 어디서나 공부할 수 있는 훈련용 소책자 pdf 등 다양한 서비스를 아낌없이 제공한다. 또한 일본어를 공부하는 학습자들에게 실질적으로 필요한 실용적이고 상세한 팁들을 알차게 넣어 독학자의 궁금증을 속 시원히 풀어준다. 자막 없이 일드를 보고, 일본 여행을 가서 네이티브처럼 말하고 싶다면 이 책이 최고의 선택이 될 수 있을 것이다.                                ",111140141.jpg
95,우리는 모두 죽는다는 것을 기억하라,웨인 다이어,토네이도,2019년 11월 18일,9791158511586,256,자기계발,"“삶이 바뀌는 유일한 순간이 있다.우리는 모두 죽는다는 것을 알아차렸을 때다.그리고 마침내, 잠들어 있던 내 영혼이 천천히 눈을 뜰 때다.”전 세계 1억 부 판매, 『행복한 이기주의자』의 작가웨인 다이어 박사가 이 세상에 남기고 떠난 마지막 인생 통찰지혜롭고 통찰 깊은 삶을 살다 간 웨인 다이어 박사는 우리 시대 가장 위대한 동기부여 전문가이자 심리학자, 영성가로 평가받는다. ‘타인의 시선에서 벗어나 자신의 삶을 사는 법’을 전파했던 그의 첫 책 『행복한 이기주의자』는 47개 언어로 번역되어 1억 부 이상의 경이로운 판매를 기록했다. 이를 통해 그는 전 세계 젊은 독자들의 진정한 인생 멘토로 떠올랐고, 그의 글과 강연은 지금 이 순간에도 수많은 사람들의 삶을 바꾸고 있다.이 책 『우리는 모두 죽는다는 것을 기억하라』(You Are What You Think)는 웨인 다이어 박사가 이 세상에 마지막으로 남기고 간 작품이다. 삶의 현자들로 불리는 작가, 철학자, 영성가, 명성가 등등 다양한 인물들의 뜨거운 목소리가 담겨 있다. 아울러 삶의 다른 답, 다른 방식을 찾아낸 사람들의 따뜻하고 유쾌한 이야기가 담겨 있다. 바로 이것이, 이 책을 우리가 읽어야 하는 이유다. 우리는 늘 영원히 살 것처럼 시간을 보내는 데 너무나 익숙해져 있다. 하지만 그 누구도 영원히 살지 못한다. 영원하지 않은 삶에 필요한 답과 방식은 하나다. ‘지금 이 순간을 사는 법’을 깨닫는 것이다. 어떻게 하면 지금 이 순간을 살아갈 수 있는가? 언제나 우리 눈앞에, 코앞에, 발밑에 있는 ‘죽음’을 기억할 때다.                                ",82287934.jpg
96,순례 주택,유은실,비룡소,2021년 03월 05일,256쪽 | 312g | 135*194*18mm,양장,청소년,"“수림아, 어떤 사람이 어른인지 아니?”자기 힘으로 살아 보려고 애쓰는 사람이야.”행복해지려고 노력하는 모든 이에게 전하는 유은실의 단.짠.단.짠 위로한국어린이도서상, IBBY 어너리스트 수상작가 유은실의 신작 청소년 소설. 약 3년 만에 발표되는 이번 새 청소년 소설 『순례 주택』에도 독특한 캐릭터, 유머, 촌철살인의 진한 메시지까지 진가를 유감없이 발휘했다. 코믹 발랄한 캐릭터 설정과, 순례 주택을 둘러싼 한바탕 대소동은 기발하면서도 유쾌하다. 아동청소년의 경계를 훌쩍 넘으며 모든 세대의 지지를 이끌어 내온 ‘유은실 월드’의 또 하나의 성취라고 얘기할 수 있을 것이다. 약간은 막 가는 수림이네 네 식구가 쫄딱 망한 뒤, 돌아가신 외할버지의 옛 여자친구의 빌라‘순례 주택’으로 이사 들어가면서 벌어지는 이야기이다. 솔직하지 못한 엄마, 누군가에게 얹혀사는 데 일가견 있는 아빠, 라면은 끓일 줄 모르고 컵라면에 물만 겨우 부을 줄 아는 고등학생 언니까지, 졸지에 망한 수림이네 가족은 평소 업신여기던 순례 주택으로 이사 오게 된다. “온실 밖으로 나와 세상에 적응하게끔” 훈련시켜 주려는 순례 씨의 원대한 계획이 시작된 것이다. 자기 힘으로 살아 보려고 애쓰는 순례 주택에 세 들어 사는 사람들 사이에서 수림이네 가족은 진정한 어른으로 거듭날 수 있을까?                                 ",97963475.jpg
97,노랑무늬영원,한강,문학과지성사,2018년 11월 09일,9788932034836,308,소설/시/희곡,"2024 노벨문학상 수상 작가 한강이 세계에서 끝끝내 인간으로 살아간다는 것, 그 기적 같은 일에 대하여다시 태어나는 한강 문학의 클래식길 위에서, 가만히 매듭을 짓다점 세 개를 이어 그린 깊은 선 하나 오늘의 한강을 있게 한 어제의 한강을 읽는다. 1993년 계간 『문학과사회』 겨울호에 시 「서울의 겨울」 외 4편을 발표하고 이듬해 『서울신문』 신춘문예에 단편소설 「붉은 닻」이 당선되어 작품 활동을 시작한 한강이 현재까지 출간한 소설집 전 권(총 세 권)의 개정판이다. 한국소설문학상(1999), 오늘의 젊은 예술가상(2000), 이상문학상(2005), 동리문학상(2010), 만해문학상(2014), 황순원문학상(2015), 인터내셔널 부커상(2016), 말라파르테 문학상(2017), 김유정문학상(2018), 산클레멘테 문학상(2019), 대산문학상(2022), 메디치 외국문학상(2023), 에밀 기메 아시아문학상(2024), 노벨문학상(2024) 등을 수상한 한강은 단단하고 섬세한 문장을 통해 삶의 근원에 자리한 고독과 아픔을 살피며 지금 이 시대와 공명하고 있다. 한국 최초의 노벨문학상 수상 작가 한강이 지금까지 펴낸 소설집은 모두 세 권. 1995년부터 2012년까지, 17년 사이 씌어진 작품들이 담긴 세 권의 책은 2018년에 새로운 옷을 입었다. 빛깔도 판형도 저마다 달랐던 세 권의 책을 조심스레 이어 하나의 선 위에 두는 작업이라고 할 수 있었다. 스물서너 살 때의 작가가 1년 동안 휘몰아치듯 썼던 단편을 모은 것이 1995년 한강의 첫 소설집이자 통틀어 첫 책인 『여수의 사랑』이다. 5년 만에 출간된 두번째 소설집 『내 여자의 열매』에서 한강은 “흐르는 물과 같이 변화하는 과정이 바로 나라는 평범한 진리”를 만난 듯하다가, 이내 다시 묻는다. “이 한 편 한 편의 소설들을 썼던 사람은 누구였을까.”(「작가의 말」) 그리고 12년이 지나 세번째 소설집 『노랑무늬영원』을 펴냈다. 그 사이사이에 장편 『그대의 차가운 손』 『채식주의자』 『바람이 분다, 가라』 『희랍어 시간』이 씌어졌다.  단편은 성냥 불꽃 같은 데가 있다. 먼저 불을 당기고, 그게 꺼질 때까지 온 힘으로 지켜본다. 그 순간들이 힘껏 내 등을 앞으로 떠밀어줬다. ―‘작가의 말’(2012), 『노랑무늬영원』                                 ",66752479.jpg
98,백년허리2 치료편,정선근,언탱글링,2021년 05월 13일,9791197437311,484,건강 취미,"서울대 의대 재활의학과 정선근 교수의 스테디셀러인 백년허리1 진단편에 이어서 실제적인 치료 방법을 제시하고 있는 백년허리2 치료편이다. 치료편에서 저자는 허리 통증에서 벗어날 수 있는 방법을 정확히, 구체적으로, 누구나 따라할 수 있도록 설명하고 있다. 일상생활, 운동, 작업 등 허리 아픈 사람이 겪게 되는 모든 상황에서 허리를 어떻게 사용하는 것이 옳은지를 알려주는 말그대로 국민 허리 사용설명서이다. 

                                                ",101624325.jpg
99,ETS 토익 정기시험 기출문제집 1000 Vol.3 READING 리딩,ETS,YBM(와이비엠),2021년 12월 13일,9788917238549,540,국어 외국어 사...,"토익은 기출이 답이다! 기출문제 한국 독점출간!
정기시험 기출문제와 성우음성으로 목표점수 적중

실제 기출문제 전격 공개!

이 책에는 정기시험 기출문제 7세트와 ETS 토익 예상문제 3세트가 수록되어 있다. 시험에 나온 토익 문제로 실전 감각을 키우고, 동일한 난이도의 예상문제로 시험에 확실하게 대비하자! ETS 예상문제도 실제 시험과 동일한 문항 유형 및 난이도 등 기출과 싱크로율 100% 스펙을 특징으로 한다.



                                                ",105384881.jpg
100,부자의 그릇 (블랙 에디션),이즈미 마사토,다산북스,2020년 12월 14일,224쪽 | 340g | 122*188*20mm,양장,경제 경영,"김봉진 前 우아한형제들 의장, 월급쟁이부자들 너나위,
 청울림 유대열 대표, 하정우 배우 추천 도서

70만 명의 삶을 기적적으로 변화시킨 
최고의 ‘부자학 입문서’ 『부자의 그릇』 블랙 에디션
“돈은 그만한 그릇을 가진 사람에게 모인다!”

2015년 출간 이후, 수많은 젊은 부자들의 ‘그릇’을 키운 바로 그 책 『부자의 그릇』이 블랙 에디션으로 돌아왔다. 이 책은 김봉진 前 우아한형제들 의장, 청울림 유대열 대표, 하정우 배우 등이 강력 추천하고, 100곳이 넘는 유튜브 채널에서 소개되며, 70만 젊은 부자와 독자로부터 실제 삶에 적용할 수 있는 최고의 ‘부자학 입문서’로 꼽혀왔다. 대체 이 책에 어떤 비결이 숨어 있기에, 이토록 꾸준히 사랑받으며 스테디셀러로 자리매김한 걸까?

『부자의 그릇』은 일생을 ‘돈의 교양’을 알리는 데 바쳐온 일본 최고의 경제금융 교육 전문가 이즈미 마사토가 소설 형식으로 쓴 경제경영 교양서다. 한때 연 매출 12억의 주먹밥 가게 사장이었다가 도산해 3억 원의 빚을 지고 공원을 방황하던 한 젊은 사업가가 수수께끼 노인을 만나 장장 7시간에 걸쳐 돈의 본질과 돈을 다루는 능력을 키우는 법을 배우는 과정을 다루고 있다.
이 책은 부자가 되는 방법이 돈을 좇는 데 있지 않고 신용을 쌓는 일이라고 말한다. 남을 위해 돈을 쓰고, 다른 사람의 기대에 부응하며, 약속을 철저히 지키는 일들이 어떻게 돈을 불러 모으는지, ‘돈과 신용의 원리’에 관해 누구나 쉽게 이해할 수 있도록 흥미로운 스토리텔링을 통해 전달한다. 돈에 대한 명쾌한 통찰을 담고 있어서, ‘연봉이 적어서, 빚이 있어서, 운이 나빠서, 불황이라서, 이율이 낮아서, 세상이 불공평해서’ 돈이 모이지 않는다며 좌절한 이들에게 다시 도전할 수 있는 용기와 돈을 장악하는 힘을 불어넣어 준다.

                                                ",96087459.jpg
101,메리골드 마음 세탁소,윤정은,북로망스,2023년 03월 06일,9791191891287,272,소설/시/희곡,"“마음의 얼룩을 마법처럼 지워드립니다”한국형 힐링 판타지가 쏘아 올린 역대급 입소문 베스트셀러!『메리골드 마음 세탁소』 30만 부 돌파 기념 ‘플라워 에디션’ 출간* K-문학 힐링 판타지의 결정판!* 온라인서점 선정 2023 소설 베스트셀러 1위!* 한국 소설 최초! 펭귄랜덤하우스 최고가 수출* 영미권 포함 20개국 수출 계약 진행* 2023 교육청 선정 도서, 청소년이 선정한 추천 도서윤정은 작가의 소설 『메리골드 마음 세탁소』가 독자들의 사랑에 힘입어 더욱 화사하고 몽환적인 표지로 돌아왔다. 출간 직후 베스트셀러에 오른 『메리골드 마음 세탁소』는 1년이 채 안 되어 영미권과 프랑스·이탈리아를 비롯한 유럽권, 중국·대만·인도네시아 등지의 아시아권까지 해외 판권이 수출되었다. 한국 소설 최초로 펭귄랜덤하우스 UK에 최고가 수출 계약이 체결되면서 세계적인 러브콜을 입증하기도 했다. 국내는 물론이고 전 세계에서 사랑받는 한국소설의 포문을 열면서, 이 책은 독자들에게 명실상부 가장 공감되고 아름다운 한국형 힐링 소설로 자리매김했다. 이번 『메리골드 마음 세탁소』 플라워 에디션에는 그간 독자들에게 받은 사랑에 보답하는 감사의 마음을 담았다. 100만 부 이상 판매된 컬러링북과 세계적 기업과의 컬래버레이션으로 잘 알려진 송지혜 작가가 초판본을 업그레이드한 아름다운 컬러 일러스트로 빛을 밝혀주었고, 표지에 따뜻함이 느껴지는 벨벳 코팅을 입혀 더욱 정성을 담아 독자들에게 다가간다. 연말연시의 새 출발을 응원하는 마음으로 다양한 굿즈를 함께 제작하여 풍성한 선물로도 제격이다. 우리는 가끔 시간을 되돌려 과거로 돌아가 후회됐던 일을 되돌리고 싶어 한다. 그런데 과연 그 일을 지워버리는 게 현명한 선택일까? 그리고 그 기억을 지웠을 때 지금의 내가 있을 수 있을까? 만약 그 기억만 없다면 앞으로 행복만 할 수 있을까?『메리골드 마음 세탁소』는 한밤중 언덕 위에 생겨난, 조금 수상하고도 신비로운 세탁소에서 벌어지는 일들을 그린 힐링 판타지 소설이다. 창백하게 하얀 얼굴에 젓가락처럼 마른 몸, 까맣고 구불구불 긴 머리의 미스테리한 여자는 세탁소를 찾아오는 누군가를 위해 매일같이 따뜻한 차를 끓인다. 차를 마신 이들은 어느 누구에게도 말하지 못했던 비밀스러운 이야기들을 자기도 모르게 그녀에게 털어놓는다. 아픈 날의 기억을 얼룩 지우듯 모조리 깨끗이 지워달라고 부탁한 사람들은 과연 세탁소를 나서며 행복해질 수 있을까? 『하고 싶은 대로 살아도 괜찮아』를 비롯해 약 50만 독자들에게 큰 사랑을 받아온 에세이스트 윤정은 작가가 문학상 수상 이후 11년 만에 장편소설 『메리골드 마음 세탁소』를 통해 독자와 만난다. 조용한 마을에 마법처럼 등장한 세탁소를 오가는 사람들의 갖가지 사연과, 속 깊은 대화를 통해 세탁소 주인 ‘지은’의 내면에 찾아오는 변화를 따뜻한 시선으로 그려냈다. 가난에 시달려 꿈을 포기한 어린 시절, 사랑했던 연인의 배신, 부와 명예에 홀려 놓쳐버린 삶, 학교 폭력으로 인한 상처와 방황, 자식을 위해 몸 바쳐 보낸 청춘 등 우리 각자의 삶을 닮은 이야기가 마음을 울린다. 상처를 인정하고 마음을 열어 보이는 용기와, 이웃의 아픔에 공감하고 상처를 위로하는 따뜻한 마음이 작품 전반에 진하게 녹아 있다.이 책 『메리골드 마음 세탁소』는 벼랑 끝에 몰린 것 같은 어느 날, 마음 같은 건 없었으면 좋겠다고 생각되는 그런 날에 숨어들어 상처를 털어낼 수 있는 은신처가 되어줄 것이다.                                ",117716170.jpg
